object_id,entity_type,parent_id,name,category_code,status,start_dates,end_dates,time_elapsed_months,country_code,state_code,city,region,investment_rounds,invested_companies,funding_rounds,funding_total_usd,first_milestone_at,last_milestone_at,milestones,relationships
c:105174,Company,,Pingup,web,operating,2010-05-01,2012-11-20,31.0,USA,MA,Boston,Boston,0,0,1,4000000.0,2011-09-01,2011-09-01,1,5
c:10521,Company,,Motorator,ecommerce,operating,2007-01-01,2007-12-01,11.0,USA,CA,Marina Del Rey,Los Angeles,0,0,1,160000.0,,,0,3
c:105217,Company,,Billfish Software,enterprise,operating,2007-10-15,2010-10-15,36.0,USA,FL,Miami Beach,Miami,0,0,1,500000.0,2007-10-01,2007-10-01,1,1
c:105243,Company,,orderbolt,software,operating,2011-07-31,2012-01-22,6.0,USA,IL,Carbondale,Carbondale,0,0,1,48501.0,2012-01-01,2012-03-01,2,7
c:10526,Company,,Anagran,network_hosting,operating,2004-01-01,2008-09-15,56.0,USA,CA,Sunnyvale,SF Bay,0,0,2,22600000.0,2007-01-01,2007-01-01,1,4
c:10527,Company,,DebtMarket,finance,acquired,2007-01-10,2011-03-03,50.0,,,,unknown,0,0,4,4046884.0,2010-10-18,2012-05-01,2,8
c:10529,Company,,Fancorps,network_hosting,operating,2005-01-01,2007-06-01,29.0,USA,TX,Dallas,Dallas,0,0,1,100000.0,,,0,5
c:1053,Company,,Uptake,web,acquired,2006-11-21,2008-09-18,22.0,USA,CA,Palo Alto,SF Bay,0,0,3,14000000.0,2007-03-01,2013-10-17,4,11
c:105305,Company,,Niveus Medical,biotech,operating,2008-01-01,2013-08-02,67.0,USA,CA,Palo Alto,SF Bay,0,0,2,2365000.0,,,0,1
c:10533,Company,,Cellogic,mobile,operating,2008-01-01,2008-01-01,0.0,ISR,,Jerusalem,Jerusalem,0,0,1,750000.0,2012-05-01,2013-11-18,2,5
c:105386,Company,,Richard Pauer - 3P,ecommerce,operating,1996-01-01,2009-01-01,156.0,SVK,,Kosice,Kosice,0,0,1,4500000.0,,,0,2
c:1054,Company,,FanIQ,sports,operating,2006-01-01,2010-05-07,52.0,USA,,,TBD,0,0,3,1008401.0,2008-11-20,2013-06-04,4,6
c:105414,Company,,Greenphire,software,operating,2007-01-01,2012-10-09,69.0,USA,PA,King of Prussia,Philadelphia,0,0,2,5806037.0,,,0,1
c:10542,Company,,Zkatter,mobile,operating,2008-01-01,2008-01-01,0.0,GBR,,London,London,0,0,1,1500000.0,2009-10-30,2009-10-30,1,1
c:105426,Company,,YouCaring,nonprofit,operating,2011-04-01,2012-02-01,10.0,USA,CA,Redding,Redding,0,0,2,100000.0,2011-04-01,2011-04-01,1,3
c:10544,Company,,Reputation.com,web,operating,2006-01-01,2013-03-01,86.0,USA,CA,Redwood City,SF Bay,0,0,6,67650000.0,2013-07-24,2013-08-01,2,31
c:105467,Company,,SellStage,ecommerce,operating,2011-06-01,2011-06-01,0.0,USA,,,United States - Other,0,0,1,0.0,,,0,2
c:105499,Company,,Personalis,biotech,operating,2011-08-01,2013-10-07,26.0,USA,CA,Menlo Park,SF Bay,0,0,2,42000000.0,2013-01-01,2013-01-01,1,12
c:10550,Company,,ConnectSolutions,enterprise,operating,2007-01-01,2013-01-10,72.0,USA,CA,San Francisco,SF Bay,0,0,1,10000000.0,2013-02-01,2013-02-01,1,7
c:105519,Company,,Hoppit,search,acquired,2011-01-01,2012-07-01,18.0,USA,NY,New York,New York,0,0,1,500000.0,2013-09-17,2013-09-17,1,6
c:105592,Company,,West World Media,news,operating,2007-01-01,2011-09-16,56.0,USA,CT,Ridgefield,Ridgefield,0,0,1,22500000.0,,,0,0
c:1056,Company,,Polyvore,web,operating,2007-02-01,2012-01-23,60.0,USA,CA,Mountain View,SF Bay,0,0,3,22100000.0,2012-06-06,2013-07-15,3,17
c:10560,Company,,3scale,enterprise,operating,2007-12-01,2013-04-24,65.0,ESP,,Barcelona,Barcelona,0,0,2,5000000.0,2013-06-23,2013-07-19,2,6
c:105642,Company,,TravelTriangle,travel,operating,2011-07-01,2012-06-01,11.0,IND,,Noida,Noida,0,0,1,200000.0,2010-04-01,2012-06-01,2,2
c:105656,Company,,COGEON,education,operating,2009-09-15,2011-01-20,16.0,DEU,,Berlin,Berlin,0,0,1,296384.0,2009-09-15,2013-04-12,2,4
c:10566,Company,,Nomadesk,enterprise,operating,2004-09-20,2010-10-29,73.0,USA,TX,Austin,Austin,0,0,3,11298100.0,2011-06-10,2012-11-30,3,19
c:105687,Company,,Xtium,enterprise,operating,2004-01-01,2013-10-09,117.0,USA,PA,King of Prussia,Philadelphia,0,0,3,15500000.0,,,0,3
c:10569,Company,,Buck,mobile,operating,2007-01-01,2011-06-21,54.0,USA,WA,Seattle,Seattle,0,0,3,6865000.0,2011-07-01,2012-02-15,2,9
c:105699,Company,,HipWay,travel,operating,2010-10-10,2011-10-19,12.0,RUS,,Moscow,Moscow,0,0,1,2750000.0,2010-08-01,2010-08-01,1,2
c:10570,Company,,Spectrum Bridge,network_hosting,operating,2007-03-01,2011-09-13,54.0,USA,FL,Lake Mary,Orlando,0,0,4,23326001.0,2008-09-05,2008-09-05,1,8
c:105704,Company,,Rootstock Software,software,operating,2008-01-01,2013-12-08,71.0,USA,CA,San Ramon,SF Bay,0,0,2,6545000.0,2008-01-01,2012-09-19,2,6
c:105707,Company,,MVP  Vault,sports,operating,2011-03-01,2011-03-01,0.0,USA,NY,New York,New York,0,0,1,100000.0,2011-03-01,2011-03-01,1,2
c:105717,Company,,brotips,games_video,operating,2011-03-01,2011-12-13,9.0,CAN,,Waterloo,Waterloo,0,0,1,0.0,2011-05-01,2011-05-01,1,4
c:10574,Company,,360pi,software,operating,2007-07-01,2013-08-18,74.0,CAN,,Ottawa,Ottawa,0,0,2,4100000.0,2013-02-01,2013-02-01,1,8
c:10581,Company,,Lolapps,web,acquired,2008-01-01,2008-09-05,8.0,USA,CA,San Francisco,SF Bay,0,0,1,4000000.0,2010-12-01,2012-03-23,3,15
c:10583,Company,,Stylesight,fashion,operating,2004-01-01,2010-03-02,74.0,USA,NY,NEW YORK,New York,0,0,3,26000006.0,2009-05-15,2010-01-06,2,3
c:105834,Company,,NEST,finance,operating,2011-01-03,2012-12-10,23.0,HKG,,Sheung Wan,Sheung Wan,0,0,1,0.0,2006-01-01,2013-12-11,2,4
c:105893,Company,,Roses & Rye,ecommerce,operating,2011-09-01,2011-10-01,1.0,USA,CA,San Francisco,SF Bay,0,0,1,700000.0,2011-12-01,2011-12-01,1,2
c:106,Company,,iContact,messaging,acquired,2003-07-02,2010-08-30,86.0,USA,NC,Morrisville,Raleigh-Durham,0,0,5,53350000.0,2010-07-13,2012-08-02,5,20
c:106079,Company,,Credorax,ecommerce,operating,2008-01-01,2013-08-27,68.0,USA,MA,Southborough,Boston,0,0,3,40000000.0,2011-01-01,2011-01-01,1,1
c:10608,Company,,LooseHead Software,mobile,operating,2004-04-25,2007-01-01,32.0,USA,CA,Redwood City,SF Bay,0,0,1,500000.0,,,0,3
c:10610,Company,,Geodelic Systems,mobile,closed,2008-01-01,2010-09-23,33.0,USA,CA,Los Angeles,Los Angeles,0,0,3,10500000.0,2010-06-01,2010-09-23,3,8
c:106123,Company,,"LeadSpend, Inc.",messaging,operating,2008-11-01,2011-08-01,33.0,USA,NY,New York,New York,0,0,1,250000.0,2011-05-01,2011-05-01,1,3
c:10614,Company,,Inuvo,advertising,ipo,2009-08-01,2010-01-19,6.0,USA,FL,Clearwater,Tampa,0,0,1,4200000.0,2010-06-01,2012-03-01,3,17
c:1062,Company,,23andMe,biotech,operating,2006-04-01,2012-12-21,81.0,USA,CA,Mountain View,SF Bay,0,0,6,160549892.0,2008-09-08,2013-12-06,3,41
c:10621,Company,,Connectbeam,software,operating,2005-01-01,2007-07-17,30.0,USA,CA,Mountain View,SF Bay,0,0,1,3500000.0,,,0,0
c:106222,Company,,Dropost.it,messaging,operating,2011-07-01,2011-08-01,1.0,USA,FL,Tampa,Tampa,0,0,1,0.0,,,0,2
c:1063,Company,,YuMe,advertising,ipo,2004-01-01,2012-05-23,101.0,USA,CA,Redwood City,SF Bay,0,0,8,72900000.0,2010-10-13,2013-03-01,4,28
c:106304,Company,,LogoGarden,software,operating,2011-07-01,2011-12-01,5.0,USA,TN,Nashville,Nashville,0,0,1,2000000.0,,,0,2
c:106325,Company,,Bixti.com,ecommerce,acquired,2010-11-01,2011-09-01,10.0,ARG,,Buenos Aires,Buenos Aires,0,0,1,20000.0,,,0,0
c:106335,Company,,SaaSMAX,software,operating,2011-01-19,2011-03-15,2.0,,,,unknown,0,0,1,200000.0,,,0,0
c:106349,Company,,Wabeebwa,web,closed,2011-08-17,2011-08-17,0.0,USA,CT,Monroe,New York,0,0,1,5000.0,2011-08-17,2011-08-17,1,3
c:106396,Company,,Top10.com,travel,operating,2011-02-01,2013-07-16,29.0,GBR,,London,London,0,0,2,4400000.0,2011-02-24,2011-02-24,1,7
c:10643,Company,,Fusion Garage,hardware,closed,2008-01-01,2010-11-12,34.0,,,,unknown,0,0,1,6500000.0,2009-12-11,2009-12-11,1,1
c:10649,Company,,Kidos,games_video,operating,2009-04-01,2009-04-01,0.0,USA,NY,New York,New York,0,0,1,200000.0,2008-09-25,2008-09-25,1,3
c:10652,Company,,Band Metrics,music,operating,2008-01-01,2009-09-23,21.0,USA,GA,Atlanta,Atlanta,0,0,2,0.0,,,0,1
c:10668,Company,,YingYang,web,operating,2007-12-01,2008-06-01,6.0,,,,unknown,0,0,1,0.0,,,0,3
c:10669,Company,,Taglocity,enterprise,operating,2007-01-10,2007-01-10,0.0,CAN,,Vancouver,Vancouver,0,0,1,1200000.0,,,0,2
c:1067,Company,,AdReady,advertising,acquired,2006-01-01,2012-06-19,78.0,USA,WA,Seattle,Seattle,0,0,4,17807000.0,,,0,26
c:10677,Company,,Helpstream,web,operating,2004-01-01,2008-02-28,50.0,USA,CA,Mountain View,SF Bay,0,0,1,8600000.0,2007-01-01,2007-01-01,1,5
c:106775,Company,,Honestly Now,games_video,operating,2010-01-01,2011-09-20,21.0,USA,NY,New York,New York,0,0,1,0.0,2011-09-19,2011-09-19,1,2
c:1068,Company,,Treemo Labs,mobile,operating,2005-01-01,2007-10-01,33.0,USA,WA,Seattle,Seattle,0,0,1,2550000.0,,,0,4
c:1069,Company,,Mochi Media,advertising,acquired,2005-01-01,2008-06-18,42.0,USA,CA,San Francisco,SF Bay,0,0,2,14000000.0,2008-11-01,2013-01-04,4,17
c:107,Company,,MeeVee,games_video,acquired,2000-07-01,2007-09-01,86.0,USA,CA,Burlingame,SF Bay,0,0,4,25000000.0,2000-01-01,2013-03-03,3,7
c:1070,Company,,Eloqua,enterprise,acquired,1999-01-01,2007-10-01,105.0,USA,VA,Vienna,Washington DC,0,0,2,35800000.0,2011-08-24,2013-10-17,4,26
c:10702,Company,,Plastyc,finance,operating,2006-01-01,2011-02-06,61.0,USA,NY,New York,New York,0,0,1,2000000.0,2011-02-01,2012-07-31,2,10
c:10703,Company,,Penguin Computing,software,operating,1998-01-01,2011-04-20,160.0,USA,CA,San Francisco,SF Bay,0,0,5,16330000.0,2013-01-01,2013-01-01,1,14
c:10704,Company,,Chegg,education,ipo,2005-01-01,2012-04-01,87.0,USA,CA,Santa Clara,SF Bay,0,0,10,252303692.0,2012-06-01,2013-11-13,3,42
c:10705,Company,,Xactly Corp,analytics,operating,2005-03-01,2012-10-01,91.0,USA,MA,Boston,Boston,0,0,6,73870000.0,2007-01-01,2007-01-01,1,17
c:1071,Company,,Ancestry,ecommerce,ipo,1983-01-01,2010-08-01,331.0,USA,UT,Provo,Salt Lake City,0,0,3,333200000.0,2009-08-03,2013-06-01,5,38
c:10711,Company,,i.TV,games_video,operating,2008-10-01,2013-12-09,62.0,USA,UT,Provo,Salt Lake City,0,0,2,9197854.0,2012-04-01,2013-11-05,2,7
c:10716,Company,,Hangout Industries,games_video,operating,2005-01-01,2010-03-30,63.0,USA,MA,Boston,Boston,0,0,3,12000000.0,2007-03-01,2010-01-31,3,2
c:107188,Company,,Simpirica Spine,medical,operating,2006-01-01,2011-09-20,69.0,USA,CA,San Carlos,SF Bay,0,0,1,22000000.0,,,0,2
c:10726,Company,,Expensify,software,operating,2008-05-01,2010-09-07,28.0,USA,CA,San Francisco,SF Bay,0,0,2,6700000.0,2009-12-16,2012-05-08,3,7
c:1075,Company,,Blurb,ecommerce,operating,2005-01-01,2008-10-13,45.0,USA,CA,San Francisco,SF Bay,0,0,4,21550000.0,2010-05-24,2012-05-02,3,28
c:10750,Company,,ContestMachine,public_relations,operating,2008-01-01,2008-08-02,7.0,USA,MI,Southfield,Detroit,0,0,1,0.0,,,0,0
c:10751,Company,,Pixelpipe,mobile,closed,2007-01-01,2011-04-25,52.0,USA,CA,San Francisco,SF Bay,0,0,2,2300000.0,2011-09-11,2013-08-29,3,4
c:107565,Company,,BuildingLayer,software,operating,2011-01-01,2011-06-01,5.0,USA,KY,Lexington,Lexington,0,0,1,20000.0,2011-06-01,2011-06-01,1,4
c:10769,Company,,Scripped,software,operating,2007-07-07,2011-11-29,53.0,USA,CA,San Francisco,SF Bay,0,0,1,700000.0,2008-05-14,2011-11-28,3,11
c:107746,Company,,Meridian,enterprise,acquired,2011-03-01,2012-08-30,18.0,USA,OR,Portland,Portland,0,0,2,1975000.0,1997-01-01,2013-05-15,2,6
c:1078,Company,,The Climate Corporation,cleantech,acquired,2006-01-01,2012-06-14,77.0,USA,CA,San Francisco,SF Bay,0,0,4,108900000.0,2012-07-13,2013-01-01,2,28
c:10781,Company,,InnerRewards,ecommerce,operating,2008-04-01,2008-12-11,8.0,USA,CA,San Francisco,SF Bay,0,0,1,1000000.0,,,0,1
c:10788,Company,,RuffWire,social,operating,2005-01-21,2012-06-18,89.0,USA,GA,Brunswick,Brunswick,0,0,2,600000.0,,,0,1
c:107930,Company,,IGAWorks,advertising,operating,2006-12-01,2012-06-01,66.0,KOR,,Seoul,Seoul,0,0,2,5000000.0,2012-09-01,2013-07-30,2,5
c:10794,Company,,BaseKit Platform,web,operating,2008-01-01,2011-03-29,39.0,GBR,,London,London,0,0,3,9100000.0,,,0,8
c:10795,Company,,Finjan,enterprise,acquired,1996-01-01,2013-11-25,215.0,USA,NY,New York,New York,0,0,3,32000000.0,2013-04-01,2013-04-01,1,13
c:1080,Company,,Automattic,web,operating,2005-07-01,2008-01-01,30.0,USA,CA,San Francisco,SF Bay,3,3,2,30600000.0,2007-11-05,2013-11-21,6,31
c:108052,Company,,Pricing Engine,advertising,operating,2011-06-06,2013-03-27,22.0,USA,NY,New York,New York,0,0,3,1725000.0,2011-06-01,2013-10-24,2,2
c:108085,Company,,Aventura HQ,software,operating,2007-01-01,2013-07-11,78.0,USA,CO,Denver,Denver,0,0,7,19449781.0,2011-09-01,2011-09-01,1,4
c:10810,Company,,Webtogs,ecommerce,operating,2008-01-01,2008-01-01,0.0,GBR,,Wincanton,Wincanton,0,0,1,0.0,2011-09-01,2011-09-01,1,2
c:108133,Company,,HealthWyse,software,operating,1998-06-01,2011-09-20,160.0,USA,MA,Wilmington,Boston,0,0,1,0.0,,,0,0
c:10816,Company,,Groove Club,games_video,operating,1999-03-01,2008-09-09,114.0,USA,NJ,Lyndhurst,Lyndhurst,0,0,1,83000.0,,,0,1
c:10817,Company,,Inadco,advertising,operating,2008-04-01,2013-06-26,63.0,USA,CA,Palo Alto,SF Bay,0,0,3,17000000.0,2012-02-01,2013-06-26,3,12
c:10818,Company,,AUPEO!,web,acquired,2008-01-01,2009-01-20,13.0,DEU,,Berlin,Berlin,0,0,1,0.0,2009-08-22,2010-11-02,2,5
c:10821,Company,,youcalc,enterprise,acquired,2003-06-01,2008-01-01,55.0,DNK,,Copenhagen,DNK,0,0,3,3840000.0,2007-02-01,2010-10-17,2,4
c:10839,Company,,Zume Life,mobile,operating,2006-07-25,2008-04-01,20.0,USA,CA,San Jose,SF Bay,0,0,2,1700000.0,,,0,3
c:108414,Company,,Brian Industries,mobile,operating,2010-01-01,2010-01-01,0.0,GBR,,,United Kingdom - Other,0,0,1,0.0,2011-01-01,2011-01-01,1,3
c:10856,Company,,nCircle Network Security,software,acquired,1998-01-01,2010-12-22,156.0,USA,CA,San Francisco,SF Bay,0,0,2,6000999.0,,,0,9
c:10857,Company,,Getfugu,software,closed,2007-01-01,2009-12-29,36.0,USA,CA,San Francisco,SF Bay,0,0,1,800000.0,2010-01-01,2010-04-13,2,3
c:10858,Company,,LiveHive Systems,software,operating,2005-12-01,2006-01-17,2.0,CAN,,Waterloo,Waterloo,0,0,1,1800000.0,2008-09-16,2009-12-14,2,5
c:10864,Company,,FetchBack,advertising,acquired,2007-04-01,2008-01-01,9.0,USA,AZ,Tempe,Phoenix,0,0,1,1000000.0,2010-06-01,2011-11-14,2,13
c:10868,Company,,iLogon,web,operating,2008-04-05,2008-05-25,2.0,,,,unknown,0,0,1,50000.0,,,0,6
c:10873,Company,,The Society,web,closed,2007-01-01,2008-06-01,17.0,USA,CO,Lakewood,Denver,0,0,2,1500000.0,,,0,3
c:1088,Company,,Tumblr,web,acquired,2007-02-01,2012-01-01,59.0,USA,NY,New York,New York,0,0,6,125250000.0,2010-02-16,2013-12-03,5,30
c:10887,Company,,e-Merges.com,software,operating,2000-02-14,2000-02-14,0.0,USA,MD,Annapolis,Washington DC,0,0,1,35000.0,2000-02-01,2000-02-01,1,4
c:109,Company,,Mashery,enterprise,acquired,2006-05-01,2012-07-23,75.0,USA,CA,San Francisco,SF Bay,0,0,6,34700000.0,2010-05-18,2013-12-03,4,37
c:10904,Company,,Idiro,software,operating,2004-01-01,2005-01-01,12.0,IRL,,,Ireland - Other,0,0,1,2000000.0,,,0,6
c:10906,Company,,Buzzd,mobile,operating,2007-11-01,2011-08-11,45.0,USA,NY,New York,New York,0,0,4,4000000.0,2010-04-10,2011-04-18,2,9
c:10912,Company,,Clickatell,messaging,operating,2000-01-01,2011-02-28,134.0,USA,CA,Redwood City,SF Bay,0,0,1,12000000.0,2011-04-08,2012-04-01,2,19
c:10913,Company,,ConSentry Networks,network_hosting,closed,2003-06-01,2009-01-19,68.0,USA,CA,Milpitas,SF Bay,0,0,3,46400000.0,2006-01-01,2006-01-01,1,11
c:10914,Company,,IKANO Communications,web,operating,1999-12-01,2007-04-01,88.0,USA,UT,Salt Lake City,Salt Lake City,0,0,1,22500000.0,2013-06-25,2013-06-25,1,5
c:10915,Company,,LogLogic,security,acquired,2002-01-01,2009-05-26,89.0,USA,CA,San Jose,SF Bay,0,0,1,8800000.0,2009-05-25,2013-11-13,3,15
c:10917,Company,,Sipera Systems,security,operating,2003-01-01,2010-05-18,89.0,USA,TX,Richardson,Dallas,0,0,4,39730000.0,2008-02-12,2010-04-28,2,4
c:10923,Company,,For Art's Sake Media,web,closed,2007-10-01,2008-01-01,3.0,,,,unknown,0,0,1,100000.0,,,0,2
c:10925,Company,,Nimble Storage,enterprise,operating,2008-01-01,2012-09-10,56.0,USA,CA,San Jose,SF Bay,0,0,3,81700000.0,2012-08-01,2013-10-18,3,14
c:10926,Company,,Aruba Networks,,ipo,2002-01-01,2012-06-06,125.0,USA,CA,Sunnyvale,SF Bay,0,0,3,45000003.0,2009-07-01,2009-12-01,2,12
c:10930,Company,,Telera,software,closed,1998-08-01,2000-11-02,27.0,USA,CA,Campbell,SF Bay,0,0,4,0.0,2002-01-01,2002-01-01,1,13
c:109364,Company,,Hall,messaging,operating,2011-01-01,2013-07-23,31.0,USA,CA,Mountain View,SF Bay,0,0,2,6080000.0,2013-09-05,2013-09-05,1,7
c:1094,Company,,Veodia,games_video,operating,2006-01-01,2008-05-12,28.0,USA,CA,San Mateo,SF Bay,0,0,1,8300000.0,2008-04-01,2009-07-07,3,4
c:10940,Company,,DealBase Corporation,web,operating,2008-06-01,2009-05-08,11.0,USA,CA,Manhattan Beach,Los Angeles,0,0,1,1000000.0,2009-05-04,2012-03-01,2,9
c:10944,Company,,Cliqset,web,operating,2008-08-08,2009-06-01,10.0,USA,FL,Jacksonville,Jacksonville,0,0,2,2000000.0,2010-12-09,2011-08-30,2,4
c:10945,Company,,The Solution Group,software,operating,2002-08-28,2002-08-28,0.0,USA,MI,Farmington Hills,Detroit,0,0,1,500000.0,,,0,1
c:10948,Company,,Big Fish,games_video,operating,2002-01-01,2012-04-18,124.0,USA,WA,Seattle,Seattle,0,0,2,95244796.0,2011-11-23,2012-06-24,3,29
c:109480,Company,,JustFab,fashion,operating,2010-02-01,2013-09-26,44.0,USA,CA,El Segundo,Los Angeles,0,0,3,149000000.0,2011-01-01,2013-08-20,3,2
c:1095,Company,,uTest,software,operating,2006-01-01,2011-12-05,71.0,USA,MA,Framingham,Boston,0,0,5,37800000.0,,,0,12
c:10956,Company,,Metranome,mobile,closed,2007-01-01,2008-12-23,24.0,CAN,,Waterloo,Waterloo,0,0,1,2000000.0,,,0,0
c:109603,Company,,Intrinsic Therapeutics,medical,operating,2000-02-01,2012-11-09,153.0,USA,MA,Woburn,Boston,0,0,1,11600000.0,2012-01-01,2012-01-01,1,14
c:109607,Company,,CardioKinetix,medical,operating,2003-01-01,2013-03-01,122.0,USA,CA,Menlo Park,SF Bay,0,0,3,71000000.0,2013-02-01,2013-02-01,1,18
c:10969,Company,,Semantra,software,closed,2003-01-01,2008-07-22,67.0,USA,TX,Addison,Dallas,0,0,3,9100000.0,,,0,0
c:10971,Company,,TabUp,web,operating,2007-01-01,2007-01-01,0.0,USA,CT,Stamford,New York,0,0,1,0.0,2009-09-24,2009-09-24,1,4
c:10973,Company,,Notifixious,public_relations,operating,2008-06-01,2009-11-20,18.0,USA,CA,San Francisco,SF Bay,0,0,2,200000.0,2009-05-09,2010-05-06,2,1
c:10976,Company,,MoVoxx,mobile,acquired,2006-08-01,2008-10-30,27.0,USA,CA,Santa Monica,Los Angeles,0,0,1,0.0,2008-09-01,2010-05-10,2,14
c:109797,Company,,Bridge Energy Group,consulting,operating,2006-01-01,2011-10-03,69.0,USA,MA,Marlborough,Boston,0,0,2,11000000.0,2011-01-01,2011-01-01,1,12
c:109821,Company,,Startapp,mobile,operating,2010-12-01,2012-03-27,16.0,USA,NY,New York,New York,0,0,1,4300000.0,2011-12-20,2012-07-18,2,0
c:109878,Company,,Cymax,ecommerce,operating,2004-01-01,2011-08-03,91.0,CAN,,"Vancouver, BC",Vancouver,0,0,1,0.0,2003-01-01,2003-01-01,1,0
c:109893,Company,,Plugaround,web,operating,2010-03-27,2011-10-05,18.0,FRA,,PARIS,Paris,0,0,1,93359.0,,,0,4
c:10998,Company,,Alice.com,ecommerce,operating,2008-06-01,2012-01-31,44.0,USA,WI,Middleton,Middleton,0,0,2,21827665.0,2008-06-01,2012-01-31,3,4
c:1100,Company,,blinkbox,games_video,operating,2006-01-01,2009-01-02,36.0,GBR,,London,London,0,0,1,0.0,2013-03-04,2013-03-04,1,3
c:11002,Company,,ColorPlaza,web,acquired,1999-01-01,2007-01-01,96.0,CHE,,Vevey,Vevey,0,0,1,2970000.0,,,0,0
c:1101,Company,,Payoneer,other,operating,2005-01-01,2008-07-24,43.0,USA,NY,New York,New York,0,0,3,14000000.0,2011-04-20,2013-03-01,2,13
c:1102,Company,,Chirp Interactive,web,acquired,2007-08-01,2008-01-01,5.0,USA,CA,San Francisco,SF Bay,0,0,1,0.0,,,0,3
c:110226,Company,,Zillabyte,analytics,operating,2012-04-20,2013-06-05,14.0,USA,CA,San Francisco,SF Bay,0,0,2,0.0,2013-03-06,2013-03-06,1,4
c:11027,Company,,CasaSwap.com,web,operating,2004-01-01,2006-01-01,24.0,DNK,,Copenhagen,DNK,0,0,1,80000.0,,,0,3
c:1103,Company,,Songkick,music,operating,2007-06-01,2012-03-08,57.0,GBR,,London,London,0,0,5,16615000.0,2009-05-25,2013-11-21,4,7
c:11033,Company,,Qpyn,mobile,closed,2003-01-01,2008-09-15,68.0,GBR,,London,London,0,0,1,891177.0,,,0,6
c:11034,Company,,Pathable,network_hosting,operating,2007-01-01,2011-06-03,53.0,USA,WA,Seattle,Seattle,0,0,1,314169.0,,,0,4
c:110372,Company,,HomeViva,web,operating,2011-04-01,2011-07-01,3.0,,,,unknown,0,0,1,40000.0,,,0,0
c:1104,Company,,Shopatron,enterprise,operating,2001-10-10,2012-12-01,134.0,USA,CA,San Luis Obispo,San Luis Obispo,0,0,2,10000000.0,2011-01-13,2013-08-27,4,7
c:11042,Company,,Gowalla,web,acquired,2007-08-28,2010-01-28,29.0,USA,TX,Austin,Austin,0,0,3,10400001.0,2010-06-22,2013-07-15,3,21
c:1105,Company,,Wix,web,ipo,2006-01-01,2011-03-28,63.0,ISR,,Tel Aviv,Tel Aviv,0,0,4,58500000.0,2010-09-01,2013-11-05,4,12
c:11065,Company,,DirectMoney,public_relations,closed,2006-12-01,2006-12-01,0.0,AUS,,Balmain,Balmain,0,0,1,98000.0,,,0,2
c:110668,Company,,FirstFuel Software,analytics,operating,2011-09-01,2013-12-10,27.0,USA,MA,Lexington,Boston,0,0,3,20900000.0,2012-09-01,2012-09-01,1,6
c:110691,Company,,Get.com,social,operating,2011-04-01,2011-09-22,6.0,USA,CA,Santa Monica,Los Angeles,0,0,1,1000000.0,2010-10-01,2010-10-01,1,2
c:1107,Company,,JackBe,software,acquired,2002-01-01,2010-04-08,99.0,USA,MD,Chevy Chase,Washington DC,0,0,4,24500000.0,2007-10-23,2013-02-03,5,15
c:11073,Company,,Ziva Software,mobile,closed,2005-01-01,2007-03-14,26.0,IND,,Bangalore,Bangalore,0,0,1,1700000.0,,,0,1
c:110743,Company,,Altermune Technologies,biotech,operating,2010-01-01,2011-09-22,21.0,USA,CA,Irvine,Los Angeles,0,0,1,7000000.0,,,0,0
c:110746,Company,,Bespoke Global,ecommerce,operating,2010-01-01,2013-04-05,39.0,USA,NY,New York,New York,0,0,3,3030712.0,,,0,0
c:110795,Company,,OneRoof Energy,cleantech,operating,2009-01-01,2013-10-22,58.0,USA,CA,San Diego,San Diego,0,0,4,83000000.0,,,0,0
c:11094,Company,,OnVantage,software,acquired,2004-01-01,2006-01-17,25.0,USA,CA,Santa Clara,SF Bay,0,0,1,18000000.0,,,0,0
c:110943,Company,,SalesLoft,software,operating,2011-09-12,2012-05-17,8.0,USA,GA,Atlanta,Atlanta,0,0,2,18000.0,2012-05-17,2013-04-01,2,5
c:111003,Company,,iJukebox,music,operating,2010-02-22,2013-08-09,42.0,USA,MA,Boston,Boston,0,0,3,2125000.0,2011-11-01,2012-10-01,2,3
c:1111,Company,,EchoSign,web,acquired,2005-07-15,2007-10-01,27.0,USA,CA,Palo Alto,SF Bay,0,0,2,8500000.0,2010-03-01,2011-02-01,3,8
c:11118,Company,,Academia.edu,social,operating,2007-11-02,2013-09-26,71.0,USA,CA,San Francisco,SF Bay,0,0,4,17800000.0,2008-01-01,2013-10-23,2,2
c:11121,Company,,Brightstorm,games_video,operating,2008-04-01,2008-10-21,7.0,USA,CA,San Francisco,SF Bay,0,0,1,6000000.0,2008-04-01,2009-12-21,2,2
c:11151,Company,,Unigo,education,operating,2008-05-01,2011-09-15,40.0,USA,NY,New York,New York,0,0,2,2000000.0,,,0,21
c:11158,Company,,PacketTrap Networks,software,operating,2006-01-01,2007-08-01,19.0,USA,CA,San Francisco,SF Bay,0,0,1,5500000.0,2007-03-01,2007-03-01,1,6
c:11164,Company,,BigFix,software,acquired,1997-01-01,2005-12-05,107.0,USA,CA,Emeryville,SF Bay,0,0,1,8400000.0,2009-01-01,2009-01-01,1,13
